frame	value	stimulusOriginal	stimulusDecoded	decodeType	subject	assay	assayType	assayNum
14	-0.0965608465608466	CS	mag lick  offset	residual	f887	HAL02	HAL	2
15	-0.0283068783068783	US	mag lick  offset	residual	f887	HAL02	HAL	2
16	0.080371530597775	no action	CS	residual	f887	HAL02	HAL	2
17	-0.0415051830468566	mag lick  onset	CS	residual	f887	HAL02	HAL	2
18	-0.0224710253288661	mag lick  offset	CS	residual	f887	HAL02	HAL	2
19	0.48968253968254	CS	CS	residual	f887	HAL02	HAL	2
20	-0.0473544973544974	US	CS	residual	f887	HAL02	HAL	2
21	0.045260199654103	no action	US	residual	f887	HAL02	HAL	2
22	0.0131080467656426	mag lick  onset	US	residual	f887	HAL02	HAL	2
23	-0.0446172754672999	mag lick  offset	US	residual	f887	HAL02	HAL	2
24	0.0912698412698413	CS	US	residual	f887	HAL02	HAL	2
25	0.526984126984127	US	US	residual	f887	HAL02	HAL	2
-50	0.207792207792208	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-49	0.142857142857143	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-48	0.116883116883117	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-47	0.181818181818182	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-46	0.168831168831169	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-45	0.207792207792208	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-44	0.194805194805195	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-43	0.233766233766234	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-42	0.168831168831169	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-41	0.194805194805195	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-40	0.220779220779221	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-39	0.155844155844156	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-38	0.181818181818182	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-37	0.207792207792208	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-36	0.155844155844156	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-35	0.233766233766234	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-34	0.25974025974026	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-33	0.233766233766234	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-32	0.233766233766234	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-31	0.246753246753247	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-30	0.194805194805195	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-29	0.246753246753247	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-28	0.181818181818182	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-27	0.155844155844156	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-26	0.12987012987013	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-25	0.207792207792208	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-24	0.246753246753247	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-23	0.233766233766234	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-22	0.233766233766234	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-21	0.285714285714286	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-20	0.207792207792208	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-19	0.194805194805195	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-18	0.233766233766234	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-17	0.194805194805195	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-16	0.285714285714286	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-15	0.285714285714286	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-14	0.272727272727273	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-13	0.25974025974026	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-12	0.298701298701299	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-11	0.272727272727273	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-10	0.246753246753247	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-9	0.246753246753247	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-8	0.324675324675325	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-7	0.402597402597403	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-6	0.545454545454545	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-5	0.545454545454545	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-4	0.532467532467532	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-3	0.506493506493506	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-2	0.376623376623377	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-1	0.376623376623377	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
0	0.285714285714286	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
1	0.194805194805195	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
2	0.181818181818182	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
3	0.207792207792208	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
4	0.116883116883117	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
5	0.181818181818182	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
6	0.194805194805195	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
7	0.181818181818182	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
8	0.220779220779221	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
9	0.302631578947368	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
10	0.263157894736842	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
11	0.210526315789474	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
12	0.342105263157895	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
13	0.328947368421053	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
14	0.289473684210526	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
15	0.355263157894737	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
16	0.302631578947368	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
17	0.263157894736842	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
18	0.302631578947368	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
19	0.25	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
20	0.223684210526316	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
21	0.276315789473684	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
22	0.276315789473684	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
23	0.236842105263158	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
24	0.236842105263158	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
25	0.302631578947368	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
26	0.197368421052632	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
27	0.210526315789474	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
28	0.223684210526316	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
29	0.236842105263158	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
30	0.197368421052632	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
31	0.302631578947368	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
32	0.236842105263158	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
33	0.210526315789474	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
34	0.184210526315789	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
35	0.25	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
36	0.302631578947368	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
37	0.236842105263158	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
38	0.25	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
39	0.223684210526316	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
40	0.223684210526316	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
41	0.328947368421053	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
42	0.210526315789474	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
43	0.144736842105263	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
44	0.171052631578947	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
45	0.131578947368421	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
46	0.157894736842105	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
47	0.197368421052632	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
48	0.157894736842105	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
49	0.197368421052632	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
50	0.210526315789474	mag lick  onset	linePlots	original	f887	HAL02	HAL	2
-50	0.0649350649350649	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-49	0.0909090909090909	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-48	0.116883116883117	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-47	0.038961038961039	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-46	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-45	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-44	0.0779220779220779	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-43	0.0909090909090909	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-42	0.142857142857143	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-41	0.0909090909090909	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-40	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-39	0.0909090909090909	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-38	0.0779220779220779	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-37	0.12987012987013	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-36	0.142857142857143	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-35	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-34	0.0909090909090909	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-33	0.0779220779220779	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-32	0.0909090909090909	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-31	0.0649350649350649	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-30	0.038961038961039	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-29	0.0779220779220779	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-28	0.038961038961039	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-27	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-26	0.103896103896104	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-25	0.0649350649350649	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-24	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-23	0.025974025974026	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-22	0.012987012987013	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-21	0.038961038961039	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-20	0	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-19	0.025974025974026	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-18	0.025974025974026	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-17	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-16	0	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-15	0.038961038961039	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-14	0.025974025974026	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-13	0.025974025974026	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-12	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-11	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-10	0.0649350649350649	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-9	0.0779220779220779	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-8	0.038961038961039	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-7	0.0779220779220779	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-6	0.116883116883117	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-5	0.116883116883117	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-4	0.0909090909090909	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-3	0.0909090909090909	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-2	0.103896103896104	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-1	0.0909090909090909	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
0	0.0779220779220779	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
1	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
2	0.012987012987013	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
3	0.038961038961039	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
4	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
5	0.025974025974026	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
6	0.038961038961039	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
7	0.051948051948052	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
8	0.0649350649350649	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
9	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
10	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
11	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
12	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
13	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
14	0.0921052631578947	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
15	0.0394736842105263	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
16	0.0394736842105263	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
17	0.0657894736842105	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
18	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
19	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
20	0.0921052631578947	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
21	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
22	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
23	0.0657894736842105	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
24	0.0657894736842105	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
25	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
26	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
27	0.0921052631578947	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
28	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
29	0.0394736842105263	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
30	0.105263157894737	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
31	0.131578947368421	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
32	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
33	0.118421052631579	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
34	0.105263157894737	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
35	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
36	0.0657894736842105	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
37	0.0263157894736842	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
38	0.0263157894736842	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
39	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
40	0.0657894736842105	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
41	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
42	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
43	0.0394736842105263	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
44	0.0394736842105263	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
45	0.0263157894736842	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
46	0.0394736842105263	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
47	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
48	0.0657894736842105	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
49	0.0789473684210526	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
50	0.0526315789473684	mag lick  onset	linePlots	shuffle	f887	HAL02	HAL	2
-50	0.194805194805195	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-49	0.246753246753247	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-48	0.207792207792208	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-47	0.194805194805195	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-46	0.181818181818182	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-45	0.246753246753247	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-44	0.272727272727273	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-43	0.272727272727273	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-42	0.207792207792208	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-41	0.207792207792208	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-40	0.246753246753247	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-39	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-38	0.220779220779221	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-37	0.194805194805195	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-36	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-35	0.194805194805195	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-34	0.207792207792208	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-33	0.194805194805195	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-32	0.246753246753247	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-31	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-30	0.246753246753247	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-29	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-28	0.220779220779221	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-27	0.25974025974026	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-26	0.285714285714286	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-25	0.246753246753247	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-24	0.220779220779221	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-23	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-22	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-21	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-20	0.272727272727273	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-19	0.285714285714286	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-18	0.311688311688312	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-17	0.25974025974026	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-16	0.272727272727273	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-15	0.220779220779221	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-14	0.220779220779221	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-13	0.272727272727273	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-12	0.194805194805195	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-11	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-10	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-9	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-8	0.233766233766234	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-7	0.25974025974026	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-6	0.350649350649351	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-5	0.454545454545455	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-4	0.675324675324675	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-3	0.714285714285714	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-2	0.714285714285714	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
-1	0.818181818181818	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
0	0.87012987012987	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
1	0.844155844155844	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
2	0.779220779220779	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
3	0.766233766233766	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
4	0.662337662337662	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
5	0.578947368421053	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
6	0.5	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
7	0.434210526315789	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
8	0.407894736842105	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
9	0.460526315789474	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
10	0.407894736842105	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
11	0.381578947368421	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
12	0.328947368421053	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
13	0.276315789473684	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
14	0.197368421052632	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
15	0.25	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
16	0.223684210526316	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
17	0.289473684210526	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
18	0.276315789473684	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
19	0.276315789473684	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
20	0.263157894736842	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
21	0.289473684210526	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
22	0.289473684210526	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
23	0.184210526315789	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
24	0.197368421052632	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
25	0.171052631578947	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
26	0.223684210526316	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
27	0.263157894736842	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
28	0.197368421052632	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
29	0.197368421052632	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
30	0.223684210526316	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
31	0.157894736842105	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
32	0.236842105263158	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
33	0.184210526315789	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
34	0.184210526315789	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
35	0.144736842105263	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
36	0.25	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
37	0.263157894736842	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
38	0.25	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
39	0.236842105263158	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
40	0.210526315789474	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
41	0.223684210526316	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
42	0.289473684210526	mag lick  offset	linePlots	original	f887	HAL02	HAL	2
